,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit
9423,Existing Customer,44,M,4,Doctorate,Married,$80K - $120K,Blue,27,2,1,24134
9424,Existing Customer,36,M,4,High School,Single,$120K +,Blue,36,3,3,27929
9425,Existing Customer,44,F,4,Uneducated,Single,$40K - $60K,Blue,34,3,3,3657
9426,Existing Customer,47,F,3,Post-Graduate,Married,Less than $40K,Blue,28,3,1,8257
9427,Existing Customer,45,F,4,College,Single,$40K - $60K,Gold,30,2,1,23051
9428,Existing Customer,53,F,2,Uneducated,Single,$40K - $60K,Blue,42,1,3,14839
9429,Existing Customer,43,M,3,Unknown,Married,$60K - $80K,Blue,34,3,1,3755
9430,Existing Customer,48,M,5,Unknown,Single,$60K - $80K,Blue,36,3,0,3862
9431,Existing Customer,37,M,1,Doctorate,Unknown,$60K - $80K,Blue,36,3,1,7539
9432,Attrited Customer,43,M,4,High School,Married,$80K - $120K,Blue,35,3,2,10588
9433,Existing Customer,59,M,2,Graduate,Single,$40K - $60K,Blue,50,1,2,11808
9434,Existing Customer,31,M,1,High School,Divorced,$40K - $60K,Silver,26,1,3,15504
9435,Attrited Customer,52,F,4,Uneducated,Divorced,Unknown,Blue,42,4,1,12091
9436,Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,33,1,1,13818
9437,Existing Customer,53,F,2,Unknown,Married,$40K - $60K,Blue,48,3,3,4442
9438,Existing Customer,55,M,3,High School,Married,$60K - $80K,Blue,50,1,2,5282
9439,Existing Customer,41,M,3,College,Married,$80K - $120K,Blue,28,1,3,34516
9440,Existing Customer,55,M,1,High School,Single,$80K - $120K,Blue,42,4,2,34516
9441,Existing Customer,31,F,1,Unknown,Married,Less than $40K,Silver,36,3,1,10353
9442,Existing Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,43,4,1,9959
9443,Existing Customer,42,M,2,Graduate,Married,$60K - $80K,Blue,36,2,1,6280
9444,Attrited Customer,57,M,4,Unknown,Divorced,$120K +,Blue,36,2,3,13694
9445,Existing Customer,34,M,2,Graduate,Single,Less than $40K,Blue,23,3,2,8940
9446,Existing Customer,54,M,2,Uneducated,Married,$60K - $80K,Blue,45,3,1,6546
9447,Existing Customer,46,F,2,Unknown,Married,Unknown,Silver,39,1,2,32587
9448,Existing Customer,38,M,2,Graduate,Single,$60K - $80K,Blue,25,1,1,11474
9449,Existing Customer,40,M,5,Unknown,Single,$120K +,Silver,31,3,3,34516
9450,Attrited Customer,56,F,2,High School,Married,Less than $40K,Blue,46,3,3,9463
9451,Existing Customer,44,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,1,2,12552
9452,Existing Customer,39,M,2,Graduate,Single,$60K - $80K,Blue,24,3,2,21679
9453,Existing Customer,42,M,5,Post-Graduate,Unknown,$40K - $60K,Blue,36,2,2,10531
9454,Existing Customer,60,F,1,Uneducated,Single,Less than $40K,Blue,47,3,2,4905
9455,Existing Customer,35,M,3,College,Unknown,$80K - $120K,Silver,29,2,2,34516
9456,Existing Customer,42,M,3,Graduate,Single,$80K - $120K,Silver,31,2,3,34516
9457,Attrited Customer,30,M,2,Graduate,Married,Less than $40K,Silver,18,1,3,10017
9458,Attrited Customer,37,M,2,Uneducated,Unknown,$80K - $120K,Blue,18,1,2,31832
9459,Existing Customer,37,F,1,Graduate,Married,Less than $40K,Blue,19,3,2,5843
9460,Existing Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,36,2,1,34427
9461,Attrited Customer,34,M,3,High School,Unknown,$80K - $120K,Silver,21,2,3,34516
9462,Existing Customer,48,M,3,Unknown,Unknown,$80K - $120K,Platinum,40,2,3,34516
9463,Existing Customer,31,M,0,Graduate,Divorced,$80K - $120K,Silver,19,3,3,34516
9464,Attrited Customer,47,F,3,Doctorate,Married,Less than $40K,Blue,35,3,2,4779
9465,Existing Customer,51,M,1,Unknown,Single,$60K - $80K,Blue,22,3,3,4248
9466,Existing Customer,43,M,0,Post-Graduate,Single,$40K - $60K,Blue,37,2,3,7872
9467,Existing Customer,41,F,3,Graduate,Unknown,Less than $40K,Blue,13,3,2,6077
9468,Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,36,3,1,3882
9469,Existing Customer,41,F,2,High School,Married,Less than $40K,Blue,24,1,1,7207
9470,Existing Customer,48,F,4,Unknown,Single,$40K - $60K,Blue,36,1,2,6121
9471,Attrited Customer,40,M,4,Uneducated,Single,$80K - $120K,Blue,36,3,2,34516
9472,Existing Customer,32,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,3,3535
9473,Attrited Customer,55,F,2,Unknown,Single,Unknown,Silver,37,2,3,34516
9474,Attrited Customer,50,M,1,Graduate,Single,$80K - $120K,Silver,43,3,3,34516
9475,Existing Customer,49,M,2,Unknown,Married,$60K - $80K,Blue,36,1,2,6224
9476,Existing Customer,37,F,0,Doctorate,Single,Less than $40K,Blue,36,2,3,9178
9477,Existing Customer,31,M,1,High School,Married,$60K - $80K,Blue,24,1,3,4328
9478,Existing Customer,52,M,2,College,Married,$80K - $120K,Blue,36,2,2,9959
9479,Existing Customer,60,F,0,Uneducated,Single,Less than $40K,Blue,47,2,2,9634
9480,Existing Customer,35,F,2,Unknown,Divorced,Unknown,Blue,31,2,2,19033
9481,Existing Customer,48,M,1,Uneducated,Married,$60K - $80K,Blue,39,3,1,8624
9482,Attrited Customer,44,M,3,Graduate,Divorced,$40K - $60K,Blue,32,2,2,3575
9483,Attrited Customer,44,F,2,Graduate,Unknown,$40K - $60K,Blue,34,3,3,5508
9484,Existing Customer,31,M,2,Graduate,Single,Less than $40K,Blue,19,2,3,5871
9485,Attrited Customer,56,M,1,Uneducated,Single,$60K - $80K,Blue,36,4,3,15219
9486,Existing Customer,46,M,2,Uneducated,Single,$120K +,Blue,32,3,1,34516
9487,Existing Customer,29,M,1,Uneducated,Married,$40K - $60K,Blue,23,3,1,8147
9488,Existing Customer,37,F,2,Post-Graduate,Single,Less than $40K,Blue,28,3,1,3525
9489,Existing Customer,32,M,1,Graduate,Married,$40K - $60K,Blue,24,1,2,9711
9490,Existing Customer,52,M,2,High School,Married,$80K - $120K,Blue,47,1,1,11358
9491,Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,47,2,1,6765
9492,Attrited Customer,41,M,4,Graduate,Married,$80K - $120K,Blue,36,3,6,4725
9493,Attrited Customer,50,F,4,Graduate,Single,Less than $40K,Blue,37,2,3,3699
9494,Existing Customer,29,M,1,Graduate,Married,$80K - $120K,Silver,36,2,1,34516
9495,Existing Customer,32,F,0,High School,Divorced,Less than $40K,Blue,25,3,0,8851
9496,Existing Customer,52,F,1,College,Unknown,Less than $40K,Blue,39,2,1,8506
9497,Existing Customer,48,M,2,Graduate,Divorced,Less than $40K,Blue,36,3,2,3442
9498,Existing Customer,33,F,2,Graduate,Married,Less than $40K,Blue,24,3,2,3731
9499,Existing Customer,51,F,2,Unknown,Married,Less than $40K,Blue,46,6,3,7744
9500,Existing Customer,46,M,2,High School,Single,$40K - $60K,Blue,32,3,2,5972
9501,Existing Customer,47,M,2,Unknown,Divorced,$80K - $120K,Blue,37,2,2,21714
9502,Existing Customer,32,M,1,Uneducated,Single,$80K - $120K,Blue,15,2,1,3371
9503,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,38,1,1,9546
9504,Existing Customer,28,F,1,Post-Graduate,Single,Less than $40K,Blue,14,3,3,3848
9505,Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,40,3,1,9199
9506,Existing Customer,43,M,2,High School,Married,$60K - $80K,Blue,31,3,1,13381
9507,Existing Customer,50,F,1,Graduate,Single,$40K - $60K,Blue,36,1,3,2833
9508,Existing Customer,53,F,2,Post-Graduate,Single,Unknown,Blue,41,2,3,15101
9509,Existing Customer,58,F,3,Unknown,Married,Less than $40K,Blue,48,1,2,3603
9510,Existing Customer,51,F,0,Doctorate,Single,Less than $40K,Blue,38,2,2,4132
9511,Existing Customer,39,F,0,College,Single,Less than $40K,Blue,36,2,2,4366
9512,Existing Customer,42,M,4,Graduate,Single,$40K - $60K,Blue,36,1,2,6128
9513,Attrited Customer,44,M,3,Graduate,Unknown,$60K - $80K,Gold,29,3,2,34516
9514,Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,30,2,3,6882
9515,Existing Customer,46,M,4,Uneducated,Married,$80K - $120K,Blue,33,2,1,13490
9516,Existing Customer,39,M,3,High School,Married,$80K - $120K,Blue,34,1,2,17978
9517,Existing Customer,45,M,3,Post-Graduate,Married,$40K - $60K,Blue,30,2,2,3821
9518,Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,21,3,3,3624
9519,Existing Customer,42,F,3,High School,Single,Less than $40K,Blue,37,3,1,3787
9520,Existing Customer,38,F,1,College,Single,Less than $40K,Blue,28,2,2,4623
9521,Existing Customer,36,M,2,High School,Married,$80K - $120K,Blue,30,1,2,4343
9522,Existing Customer,43,F,3,High School,Unknown,$40K - $60K,Silver,25,2,1,17328
9523,Existing Customer,51,F,3,High School,Married,Less than $40K,Blue,39,1,1,3803
9524,Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Blue,44,2,1,23889
9525,Existing Customer,50,F,3,Graduate,Divorced,Unknown,Silver,45,1,2,34516
9526,Attrited Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,36,3,2,3999
9527,Existing Customer,44,M,4,Unknown,Single,$80K - $120K,Blue,26,2,1,11782
9528,Existing Customer,43,F,4,Unknown,Single,Less than $40K,Blue,38,1,2,3220
9529,Existing Customer,48,F,3,Unknown,Unknown,$40K - $60K,Blue,42,1,1,9742
9530,Attrited Customer,55,M,3,Graduate,Single,$60K - $80K,Blue,46,4,2,4178
9531,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,34,1,1,34516
9532,Existing Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,32,1,3,26819
9533,Attrited Customer,54,M,1,Graduate,Divorced,$80K - $120K,Blue,44,3,3,9580
9534,Existing Customer,47,F,4,Unknown,Single,Less than $40K,Blue,36,2,1,7940
9535,Existing Customer,39,M,1,Graduate,Single,$60K - $80K,Gold,36,3,2,34516
9536,Existing Customer,47,M,2,Uneducated,Married,$40K - $60K,Blue,39,2,2,3471
9537,Attrited Customer,51,M,2,Unknown,Single,$120K +,Blue,42,4,2,14938
9538,Existing Customer,49,F,3,Graduate,Divorced,Unknown,Blue,42,2,3,14072
9539,Existing Customer,58,F,1,Unknown,Married,$40K - $60K,Silver,53,3,3,15928
9540,Attrited Customer,40,M,2,Uneducated,Married,$80K - $120K,Blue,30,2,3,20798
9541,Existing Customer,60,F,1,Graduate,Single,Less than $40K,Blue,45,3,1,9752
9542,Existing Customer,53,M,1,Unknown,Single,$40K - $60K,Blue,45,2,1,3234
9543,Attrited Customer,45,M,2,Graduate,Married,$80K - $120K,Blue,36,3,3,24844
9544,Existing Customer,49,M,2,Uneducated,Married,$80K - $120K,Blue,36,1,3,3090
9545,Attrited Customer,48,F,3,Post-Graduate,Divorced,Less than $40K,Blue,36,3,1,9943
9546,Existing Customer,44,M,3,Graduate,Married,$60K - $80K,Blue,36,2,3,3384
9547,Existing Customer,29,F,1,Uneducated,Single,Less than $40K,Blue,36,2,1,3640
9548,Existing Customer,42,M,4,Uneducated,Married,$80K - $120K,Silver,35,2,3,34516
9549,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Silver,39,2,3,10186
9550,Existing Customer,45,F,2,High School,Single,Less than $40K,Platinum,36,3,1,15987
9551,Attrited Customer,46,M,0,College,Single,$80K - $120K,Blue,39,3,3,16983
9552,Attrited Customer,39,M,2,Unknown,Married,$120K +,Blue,36,3,3,34516
9553,Existing Customer,32,M,2,Uneducated,Single,$80K - $120K,Silver,20,3,3,34516
9554,Existing Customer,38,M,2,High School,Single,$80K - $120K,Blue,31,3,2,34516
9555,Existing Customer,50,F,4,Unknown,Married,$40K - $60K,Blue,41,2,2,4268
9556,Existing Customer,50,F,2,High School,Married,Unknown,Blue,40,3,2,10748
9557,Attrited Customer,37,F,2,Unknown,Married,Unknown,Silver,21,2,2,31718
9558,Attrited Customer,42,M,2,College,Single,$80K - $120K,Blue,36,3,1,9959
9559,Existing Customer,53,M,1,College,Married,$80K - $120K,Silver,36,2,2,34516
9560,Existing Customer,52,M,1,High School,Single,$60K - $80K,Blue,45,5,1,11898
9561,Attrited Customer,57,M,2,Post-Graduate,Single,$80K - $120K,Silver,43,3,3,34516
9562,Existing Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,27,3,1,13056
9563,Existing Customer,60,M,0,Graduate,Single,Less than $40K,Silver,47,1,3,14002
9564,Attrited Customer,40,M,3,Graduate,Married,$60K - $80K,Blue,33,3,6,5500
9565,Attrited Customer,49,M,3,Uneducated,Married,$120K +,Blue,38,3,3,8549
9566,Attrited Customer,56,M,2,Unknown,Married,Less than $40K,Blue,44,3,1,4390
9567,Attrited Customer,55,M,1,College,Single,$80K - $120K,Blue,43,2,3,24884
9568,Existing Customer,55,F,2,Graduate,Married,Unknown,Blue,41,1,1,3591
9569,Attrited Customer,55,F,3,Uneducated,Single,Less than $40K,Blue,47,5,4,4841
9570,Attrited Customer,31,M,2,Unknown,Unknown,$80K - $120K,Blue,18,1,3,4246
9571,Existing Customer,44,F,4,Graduate,Single,Unknown,Blue,36,1,2,7469
9572,Existing Customer,54,M,2,Graduate,Divorced,$80K - $120K,Blue,48,3,2,29974
9573,Existing Customer,58,M,1,Graduate,Married,$60K - $80K,Blue,48,3,2,20724
9574,Existing Customer,53,M,2,High School,Single,$120K +,Blue,36,2,2,21079
9575,Existing Customer,59,F,1,Uneducated,Married,$40K - $60K,Blue,36,2,3,3720
9576,Attrited Customer,54,M,1,Unknown,Single,$80K - $120K,Blue,36,3,2,11077
9577,Existing Customer,32,M,1,High School,Married,$40K - $60K,Blue,19,3,1,12024
9578,Attrited Customer,48,M,5,Graduate,Single,$40K - $60K,Blue,38,3,3,4446
9579,Existing Customer,54,M,3,Graduate,Married,$120K +,Blue,44,1,3,34516
9580,Existing Customer,32,M,0,Unknown,Married,Less than $40K,Silver,24,2,3,11511
9581,Existing Customer,42,M,2,Graduate,Married,$80K - $120K,Silver,31,1,3,34516
9582,Existing Customer,42,M,3,Uneducated,Married,$120K +,Blue,28,3,1,19192
9583,Existing Customer,29,M,0,Post-Graduate,Married,Less than $40K,Blue,36,1,1,3076
9584,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,32,1,2,4196
9585,Existing Customer,45,M,3,Graduate,Single,$60K - $80K,Blue,38,3,3,3243
9586,Existing Customer,56,F,1,High School,Married,Unknown,Blue,49,2,1,17542
9587,Existing Customer,46,M,4,High School,Married,$80K - $120K,Blue,36,2,1,32949
9588,Existing Customer,41,F,2,Doctorate,Married,Unknown,Silver,28,3,3,32250
9589,Existing Customer,50,F,2,Graduate,Married,Unknown,Gold,40,1,1,34516
9590,Existing Customer,52,F,2,College,Divorced,$40K - $60K,Gold,43,2,3,23981
9591,Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Blue,43,2,3,4090
9592,Existing Customer,32,F,0,High School,Single,Unknown,Blue,21,3,1,4251
9593,Existing Customer,52,F,1,High School,Single,Less than $40K,Blue,40,1,1,4119
9594,Existing Customer,60,M,1,High School,Married,Less than $40K,Silver,55,2,3,13399
9595,Existing Customer,44,F,0,Unknown,Married,Less than $40K,Blue,34,3,3,9070
9596,Existing Customer,48,F,4,Uneducated,Married,Unknown,Blue,36,6,1,7469
9597,Attrited Customer,57,M,1,Post-Graduate,Unknown,$80K - $120K,Blue,36,3,3,23714
9598,Existing Customer,52,F,2,High School,Divorced,Less than $40K,Blue,40,2,3,5240
9599,Attrited Customer,34,M,3,Post-Graduate,Single,$40K - $60K,Blue,28,3,2,3744
9600,Existing Customer,40,M,2,Uneducated,Single,$80K - $120K,Blue,36,2,1,15594
9601,Existing Customer,45,M,4,High School,Single,$60K - $80K,Blue,35,1,3,8449
9602,Attrited Customer,59,M,0,High School,Single,$80K - $120K,Gold,48,2,6,34516
9603,Existing Customer,43,M,3,Unknown,Unknown,$80K - $120K,Blue,28,1,3,9959
9604,Existing Customer,30,M,2,College,Single,$60K - $80K,Blue,36,3,3,4192
9605,Existing Customer,38,F,1,High School,Married,Less than $40K,Blue,31,6,3,3416
9606,Existing Customer,42,M,4,Doctorate,Single,$60K - $80K,Blue,31,2,2,3322
9607,Existing Customer,50,M,1,Uneducated,Single,$60K - $80K,Blue,30,3,2,14217
9608,Existing Customer,49,M,4,College,Single,$60K - $80K,Blue,35,2,2,17350
9609,Existing Customer,58,M,4,High School,Married,$60K - $80K,Blue,53,3,0,13784
9610,Existing Customer,54,F,1,Uneducated,Married,Less than $40K,Blue,42,2,3,3181
9611,Existing Customer,39,F,3,Graduate,Unknown,Less than $40K,Blue,26,2,1,5325
9612,Attrited Customer,48,F,1,Uneducated,Single,$40K - $60K,Gold,28,2,1,23981
9613,Existing Customer,36,M,2,Graduate,Married,Less than $40K,Blue,23,2,3,3920
9614,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,36,1,2,5158
9615,Existing Customer,57,F,2,Unknown,Married,$40K - $60K,Blue,46,1,3,5073
9616,Existing Customer,47,F,2,High School,Married,$40K - $60K,Blue,40,1,3,4074
9617,Existing Customer,27,M,1,Graduate,Single,$40K - $60K,Blue,21,3,1,10284
9618,Existing Customer,42,M,3,Uneducated,Married,$120K +,Platinum,23,4,3,34516
9619,Attrited Customer,53,M,3,High School,Single,$80K - $120K,Silver,33,2,3,34516
9620,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,36,3,1,3999
9621,Existing Customer,50,F,0,Post-Graduate,Divorced,Less than $40K,Blue,36,4,1,3468
9622,Existing Customer,50,M,4,Graduate,Married,$80K - $120K,Blue,39,1,2,11900
9623,Attrited Customer,51,F,1,High School,Single,Unknown,Blue,41,3,2,9701
9624,Existing Customer,61,M,0,Graduate,Single,$80K - $120K,Gold,50,3,3,34516
9625,Attrited Customer,30,F,0,Uneducated,Married,Less than $40K,Blue,13,1,3,6075
9626,Existing Customer,60,M,0,Uneducated,Married,$40K - $60K,Blue,54,3,3,13035
9627,Attrited Customer,43,M,2,Post-Graduate,Single,$60K - $80K,Blue,36,3,3,17306
9628,Attrited Customer,41,F,4,Uneducated,Single,Less than $40K,Gold,36,3,3,15987
9629,Existing Customer,42,M,2,Graduate,Single,$60K - $80K,Silver,36,3,2,34516
9630,Existing Customer,36,M,2,High School,Married,$120K +,Blue,36,1,2,34516
9631,Existing Customer,27,F,1,High School,Married,Unknown,Blue,15,1,2,7469
9632,Attrited Customer,59,M,0,College,Married,$80K - $120K,Blue,50,2,3,12918
9633,Attrited Customer,59,F,1,High School,Single,Less than $40K,Blue,50,0,3,4085
9634,Existing Customer,55,M,1,Graduate,Married,$40K - $60K,Blue,36,1,2,3705
9635,Existing Customer,56,F,1,High School,Married,Less than $40K,Blue,43,1,1,5319
9636,Existing Customer,34,M,3,Graduate,Married,$40K - $60K,Blue,36,2,1,4549
9637,Existing Customer,49,M,2,Uneducated,Married,$80K - $120K,Blue,39,3,1,15894
9638,Existing Customer,32,M,1,Unknown,Single,$40K - $60K,Silver,16,3,1,17894
9639,Attrited Customer,49,F,3,Unknown,Single,Less than $40K,Blue,37,2,2,5855
9640,Existing Customer,60,F,1,Uneducated,Married,Less than $40K,Silver,54,2,3,13062
9641,Attrited Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,33,3,3,7428
9642,Existing Customer,39,M,2,College,Married,Less than $40K,Blue,19,3,2,8848
9643,Existing Customer,54,F,2,Graduate,Married,$40K - $60K,Blue,41,1,3,7362
9644,Existing Customer,53,M,5,Graduate,Single,$120K +,Gold,36,4,1,34516
9645,Existing Customer,35,M,3,Post-Graduate,Married,$80K - $120K,Blue,28,1,2,4380
9646,Existing Customer,47,M,2,Uneducated,Single,$60K - $80K,Blue,36,3,2,12510
9647,Existing Customer,52,M,5,Unknown,Single,$60K - $80K,Blue,36,3,2,23712
9648,Existing Customer,57,F,2,Doctorate,Single,Less than $40K,Blue,44,2,3,9149
9649,Existing Customer,47,F,3,Uneducated,Single,Unknown,Silver,33,2,3,34516
9650,Existing Customer,54,F,1,High School,Married,Less than $40K,Blue,41,3,2,3784
9651,Existing Customer,39,M,1,High School,Single,$80K - $120K,Blue,29,1,2,9680
9652,Existing Customer,50,M,4,High School,Married,$120K +,Blue,41,2,2,34516
9653,Existing Customer,60,F,1,High School,Married,Less than $40K,Blue,47,3,1,3845
9654,Existing Customer,41,M,2,Uneducated,Single,$40K - $60K,Blue,27,3,1,13409
9655,Attrited Customer,50,M,2,Graduate,Single,$80K - $120K,Silver,40,4,6,34516
9656,Existing Customer,51,M,0,Unknown,Married,$80K - $120K,Blue,36,2,3,8065
9657,Existing Customer,56,M,3,Graduate,Married,$60K - $80K,Blue,40,3,2,20501
9658,Existing Customer,41,M,3,College,Single,$60K - $80K,Blue,36,3,1,23260
9659,Attrited Customer,44,F,5,Post-Graduate,Unknown,Less than $40K,Blue,33,3,2,9073
9660,Existing Customer,36,M,1,Graduate,Single,$60K - $80K,Blue,24,2,1,20101
9661,Attrited Customer,31,M,0,Graduate,Married,Less than $40K,Blue,36,2,3,6911
9662,Existing Customer,49,F,1,Graduate,Married,Less than $40K,Blue,36,3,2,3423
9663,Existing Customer,40,F,3,College,Single,Less than $40K,Silver,36,1,0,10729
9664,Existing Customer,49,F,4,High School,Single,Unknown,Silver,30,3,2,34516
9665,Attrited Customer,46,M,4,Unknown,Married,$80K - $120K,Blue,39,3,2,34516
9666,Existing Customer,54,M,1,Unknown,Single,$80K - $120K,Blue,49,3,3,28570
9667,Existing Customer,29,M,1,High School,Married,$60K - $80K,Blue,16,2,1,12495
9668,Attrited Customer,46,M,3,College,Married,$60K - $80K,Blue,39,3,2,13344
9669,Attrited Customer,50,M,1,Unknown,Single,$120K +,Blue,37,3,2,32563
9670,Existing Customer,49,F,3,Graduate,Single,Unknown,Blue,36,2,2,3375
9671,Existing Customer,50,M,2,College,Married,$60K - $80K,Blue,36,2,1,12299
9672,Attrited Customer,60,M,1,High School,Single,Less than $40K,Blue,50,4,5,4613
9673,Existing Customer,55,F,2,Doctorate,Married,Less than $40K,Silver,36,2,1,10858
9674,Existing Customer,57,M,3,Post-Graduate,Single,$80K - $120K,Blue,50,1,1,34516
9675,Existing Customer,47,M,3,High School,Married,$60K - $80K,Blue,41,3,3,4207
9676,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,36,3,1,3336
9677,Existing Customer,45,F,5,Unknown,Unknown,Less than $40K,Blue,37,2,2,5465
9678,Existing Customer,55,F,1,College,Single,Less than $40K,Silver,36,1,3,12633
9679,Existing Customer,39,M,1,College,Single,$80K - $120K,Blue,36,1,3,34516
9680,Attrited Customer,35,F,0,Doctorate,Married,Less than $40K,Blue,27,3,2,3876
9681,Existing Customer,40,F,4,Uneducated,Married,Unknown,Blue,29,3,3,3326
9682,Existing Customer,49,M,4,Post-Graduate,Single,$120K +,Silver,38,3,1,34516
9683,Attrited Customer,32,M,3,Graduate,Married,$40K - $60K,Blue,20,2,2,3264
9684,Existing Customer,46,M,1,Graduate,Married,$40K - $60K,Blue,27,2,2,6903
9685,Existing Customer,42,F,3,Unknown,Married,Less than $40K,Blue,31,3,2,2940
9686,Existing Customer,51,M,1,Uneducated,Married,$60K - $80K,Blue,38,3,1,13731
9687,Attrited Customer,52,M,1,Unknown,Single,$40K - $60K,Blue,36,3,4,4826
9688,Attrited Customer,43,M,5,Graduate,Married,$60K - $80K,Blue,25,2,3,4259
9689,Existing Customer,38,M,1,Uneducated,Unknown,$40K - $60K,Blue,18,3,3,3523
9690,Existing Customer,44,M,3,College,Married,$60K - $80K,Gold,34,1,3,34516
9691,Existing Customer,47,F,4,High School,Unknown,Unknown,Blue,42,3,2,16998
9692,Existing Customer,56,M,2,Graduate,Single,$120K +,Blue,45,2,3,11714
9693,Attrited Customer,32,M,0,College,Single,$60K - $80K,Blue,24,2,3,4097
9694,Attrited Customer,41,F,3,High School,Married,Less than $40K,Blue,31,3,3,3952
9695,Attrited Customer,41,F,4,Unknown,Single,Unknown,Blue,25,2,3,29295
9696,Existing Customer,31,F,0,Post-Graduate,Single,Unknown,Blue,36,3,1,26423
9697,Existing Customer,45,F,4,Uneducated,Married,Less than $40K,Blue,37,3,1,3196
9698,Attrited Customer,50,F,0,Graduate,Married,Less than $40K,Blue,38,3,1,4935
9699,Existing Customer,31,M,0,Graduate,Single,$60K - $80K,Silver,24,2,2,34516
9700,Attrited Customer,47,M,2,Graduate,Married,$80K - $120K,Blue,36,3,2,12933
9701,Existing Customer,42,M,4,Graduate,Unknown,$60K - $80K,Silver,30,1,3,29937
9702,Existing Customer,48,F,2,Graduate,Single,Less than $40K,Blue,38,1,2,8881
9703,Existing Customer,52,M,3,Unknown,Single,$80K - $120K,Blue,42,3,3,27514
9704,Existing Customer,45,M,2,Uneducated,Married,$80K - $120K,Blue,37,1,1,32275
9705,Existing Customer,48,F,3,Uneducated,Divorced,Less than $40K,Blue,44,2,1,4107
9706,Existing Customer,53,F,2,High School,Married,Unknown,Blue,47,1,1,7469
9707,Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,36,2,2,5023
9708,Attrited Customer,36,F,2,Unknown,Single,Less than $40K,Blue,36,3,3,6071
9709,Existing Customer,45,M,3,Doctorate,Single,$60K - $80K,Silver,34,3,1,27494
9710,Existing Customer,41,F,1,High School,Divorced,Less than $40K,Blue,36,3,1,7106
9711,Existing Customer,43,M,5,Post-Graduate,Single,$60K - $80K,Blue,31,3,1,17230
9712,Existing Customer,49,M,4,Post-Graduate,Single,$80K - $120K,Blue,42,2,1,30885
9713,Existing Customer,53,F,1,Unknown,Unknown,Less than $40K,Blue,43,2,2,3629
9714,Attrited Customer,39,M,2,Uneducated,Married,$120K +,Silver,19,1,2,34516
9715,Existing Customer,50,F,1,Graduate,Single,Unknown,Blue,36,2,2,17970
9716,Existing Customer,38,M,3,Graduate,Married,Less than $40K,Silver,27,2,3,10343
9717,Attrited Customer,43,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,3,9267
9718,Existing Customer,55,F,2,College,Married,$40K - $60K,Blue,45,3,3,2985
9719,Existing Customer,39,F,2,Uneducated,Married,Less than $40K,Silver,34,3,3,14386
9720,Existing Customer,38,M,1,High School,Single,$40K - $60K,Blue,19,3,3,3581
9721,Existing Customer,37,M,2,Graduate,Married,Less than $40K,Blue,28,2,3,3079
9722,Existing Customer,48,F,2,Unknown,Single,Less than $40K,Blue,37,3,2,3594
9723,Existing Customer,34,M,1,Uneducated,Married,$60K - $80K,Blue,18,2,2,10488
9724,Attrited Customer,50,M,3,College,Single,$80K - $120K,Silver,36,3,2,34516
9725,Attrited Customer,41,M,3,Doctorate,Single,$80K - $120K,Blue,29,2,3,24001
9726,Existing Customer,49,F,2,Post-Graduate,Married,Less than $40K,Blue,37,1,2,5500
9727,Existing Customer,37,M,1,Uneducated,Married,$120K +,Blue,17,1,3,34516
9728,Existing Customer,46,M,2,Graduate,Single,$120K +,Blue,28,1,1,7790
9729,Existing Customer,53,M,2,Graduate,Married,$80K - $120K,Blue,41,3,1,10301
9730,Existing Customer,48,F,4,High School,Single,Unknown,Blue,36,3,1,23939
9731,Existing Customer,31,M,0,Graduate,Divorced,$80K - $120K,Blue,19,1,2,21615
9732,Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,33,1,1,8712
9733,Attrited Customer,37,F,2,Uneducated,Unknown,Less than $40K,Silver,29,2,6,12203
9734,Existing Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,48,3,1,15483
